"","X","RoleID","PlayerID","PlayerGlobalID","Type","GroupID","Condition","Task","Order","Accuracy","Turn","All_Content","StartTimes","EndTimes","Starts","Ends","gap","convos","information","grounds","claim","organization","query","social","strategy"
"5787",646,3,4,18,"Conversation",5,"Desktop","Murder",2,1,150,"And Jones shot","1145.195","1145.835",1145.195,1145.835,1.87799999999993,10,0,0,0,0,0,0,0
"5788",647,2,3,17,"Conversation",5,"Desktop","Murder",2,1,151,"Uh, the intruder at 12:00 o'clock and.","1148.053","1150.997",1148.053,1150.997,2.21800000000007,10,0,0,0,0,0,0,0
"5789",648,4,2,20,"Conversation",5,"Desktop","Murder",2,1,152,"And my one says, UM, uh, Mr. Jones gun had only one bullet.","1151.552","1156.843",1151.552,1156.843,0.554999999999836,10,1,0,0,0,0,0,0
"5790",649,2,3,17,"Conversation",5,"Desktop","Murder",2,1,153,"And.","1152.405","1152.747",1152.405,1152.747,-4.4380000000001,10,0,0,0,0,0,0,0
"5791",650,4,2,20,"Conversation",5,"Desktop","Murder",2,1,154,"Bullet being fired, only one bullet being fired. So is it intruder or Mr. kelley?","1157.675-1162.24","1160.405-1165.696",1157.675,1165.696,4.92799999999988,10,1,0,0,0,1,0,0
"5792",651,3,4,18,"Conversation",5,"Desktop","Murder",2,1,155,"But there is a knife wound in the body, right?","1166.827","1169.173",1166.827,1169.173,1.13100000000009,10,1,0,0,0,1,0,0
"5793",652,4,2,20,"Conversation",5,"Desktop","Murder",2,1,156,"Yeah yeah both yeah.","1168.363","1170.261",1168.363,1170.261,-0.809999999999945,10,0,0,0,0,0,0,0
"5794",653,3,4,18,"Conversation",5,"Desktop","Murder",2,1,157,"Because you know the body was found in 1:30 AM in the morning, but it said that the body was dragged","1170.603","1177.813",1170.603,1177.813,0.342000000000098,10,1,0,0,0,0,0,0
"5795",654,4,2,20,"Conversation",5,"Desktop","Murder",2,1,158,"Yeah, a long distance.","1178.261","1179.541",1178.261,1179.541,0.447999999999865,10,0,0,0,0,0,0,0
"5796",655,3,4,18,"Conversation",5,"Desktop","Murder",2,1,159,"Uh, following this is 1 number, so he's been killed actually 12:30.","1178.795","1183.083",1178.795,1183.083,-0.745999999999867,10,0,0,1,0,0,0,0
"5797",656,1,5,19,"Conversation",5,"Desktop","Murder",2,1,160,"At 12:15 he was going, he was in the elevator and was bleeding slightly, but not badly hurt.","1184.832","1192.128",1184.832,1192.128,1.74900000000002,10,0,0,0,0,0,0,0
"5798",657,3,4,18,"Conversation",5,"Desktop","Murder",2,1,161,"Uh, someone has someone has with a knife, he stabbed him in between.","1191.424","1196.501",1191.424,1196.501,-0.703999999999951,10,0,0,0,0,0,0,0
"5799",658,4,2,20,"Conversation",5,"Desktop","Murder",2,1,162,"Stabbed him Uh.","1193.579-1196.267","1194.261-1196.672",1193.579,1196.672,-2.92200000000003,10,0,0,0,0,0,0,0
"5800",659,2,3,17,"Conversation",5,"Desktop","Murder",2,1,163,"Who is who is the one who's right?","1197.995","1200.832",1197.995,1200.832,1.32299999999987,10,0,0,0,0,1,0,0
"5801",660,4,2,20,"Conversation",5,"Desktop","Murder",2,1,164,"And the knife was found at Miss Smith's yard. Knife was found in Miss Smith's yard.","1201.237","1208",1201.237,1208,0.404999999999973,10,1,0,0,0,0,0,0
"5802",661,3,4,18,"Conversation",5,"Desktop","Murder",2,1,165,"kelley","1202.901","1203.307",1202.901,1203.307,-5.09899999999993,10,0,0,0,0,0,0,0
"5803",662,2,3,17,"Conversation",5,"Desktop","Murder",2,1,166,"kelley","1204.395","1204.971",1204.395,1204.971,1.08799999999997,10,0,0,0,0,0,0,0
"5804",663,3,4,18,"Conversation",5,"Desktop","Murder",2,1,167,"right? Yeah? And why they're a sticky not at 12:25 AM? Something happened there?","1208.811","1214.72",1208.811,1214.72,3.83999999999992,10,0,0,0,0,1,0,0
"5805",664,2,3,17,"Conversation",5,"Desktop","Murder",2,1,168,"yeah, so Mr. kelley went to this is Scott's apartment at 12:25.","1215.253","1219.712",1215.253,1219.712,0.532999999999902,10,0,0,1,0,0,0,0
"5806",665,3,4,18,"Conversation",5,"Desktop","Murder",2,1,169,"Uh.","1220.181","1220.245",1220.181,1220.245,0.469000000000051,10,0,0,0,0,0,0,0
"5807",666,1,5,19,"Conversation",5,"Desktop","Murder",2,1,170,"So that means he he may be going gone to Scott's apartment with bleeding because it 12:15 he was bleeding.","1220.736","1227.029",1220.736,1227.029,0.491000000000213,10,0,1,1,0,0,0,0
"5808",667,4,2,20,"Conversation",5,"Desktop","Murder",2,1,171,"Yeah.","1225.536","1225.877",1225.536,1225.877,-1.49299999999994,10,0,0,0,0,0,0,0
"5809",668,3,4,18,"Conversation",5,"Desktop","Murder",2,1,172,"Yeah, yeah. Something.","1226.688-1228.715","1227.157-1229.461",1226.688,1229.461,0.811000000000149,10,0,0,0,0,0,0,0
"5810",669,1,5,19,"Conversation",5,"Desktop","Murder",2,1,173,"Misses Smith.","1229.845","1230.677",1229.845,1230.677,0.384000000000015,10,0,0,0,0,0,0,0
"5811",670,3,4,18,"Conversation",5,"Desktop","Murder",2,1,174,"Something after 1225 has happened because by 12:30 he's he has he's dead.","1230.805","1235.883",1230.805,1235.883,0.128000000000156,10,0,1,0,0,0,0,0
"5812",671,1,5,19,"Conversation",5,"Desktop","Murder",2,1,175,"He has gone 12:25 to Smith's apartment, Miss Smith.","1237.909","1242.389",1237.909,1242.389,2.02600000000007,10,0,0,0,0,0,0,0
"5813",672,3,4,18,"Conversation",5,"Desktop","Murder",2,1,176,"Will Smith.","1242.411","1243.072",1242.411,1243.072,0.0220000000001619,10,0,0,0,0,0,0,0
"5814",673,4,2,20,"Conversation",5,"Desktop","Murder",2,1,177,"No, miss me.","1242.773","1244.053",1242.773,1244.053,-0.298999999999978,10,0,0,0,0,0,0,0
"5815",674,2,3,17,"Conversation",5,"Desktop","Murder",2,1,178,"Oh yeah, Scott's apartment.","1243.179","1245.547",1243.179,1245.547,-0.874000000000024,10,0,0,0,0,0,0,0
"5816",675,3,4,18,"Conversation",5,"Desktop","Murder",2,1,179,"Scott's apartment.","1245.376","1245.973",1245.376,1245.973,-0.171000000000049,10,0,0,0,0,0,0,0
"5817",676,2,3,17,"Conversation",5,"Desktop","Murder",2,1,180,"kelley went to the Scotts apartment at 12:25.","1247.275","1249.536",1247.275,1249.536,1.30200000000013,10,0,0,0,0,0,0,0
"5818",677,1,5,19,"Conversation",5,"Desktop","Murder",2,1,181,"righ","1252.032","1252.075",1252.032,1252.075,2.49599999999987,10,0,0,0,0,0,0,0
"5819",678,2,3,17,"Conversation",5,"Desktop","Murder",2,1,182,"So you see, if we draw a timeline sort of a thing, right?","1254.165","1257.493",1254.165,1257.493,2.08999999999992,10,0,0,0,0,1,0,0
"5820",679,3,4,18,"Conversation",5,"Desktop","Murder",2,1,183,"So Scott, who's Scott? Uh, there's blood in Scott's apartment. Uh, yeah, I got one like that like.","1260.053-1263.723-1267.029","1262.784-1266.368-1270.251",1260.053,1270.251,2.56000000000017,10,0,0,0,0,1,0,0
"5821",680,4,2,20,"Conversation",5,"Desktop","Murder",2,1,184,"Oh","1267.349","1267.349",1267.349,1267.349,-2.90200000000004,10,0,0,0,0,0,0,0
"5822",681,3,4,18,"Conversation",5,"Desktop","Murder",2,1,185,"Outside court apartment there. But maybe the blood was the bleeding blood.","1271.211","1274.987",1271.211,1274.987,3.86200000000008,10,0,0,1,0,0,0,0
"5823",682,1,5,19,"Conversation",5,"Desktop","Murder",2,1,186,"At what time?","1277.589","1278.272",1277.589,1278.272,2.60199999999986,10,0,0,0,0,1,0,0
"5824",683,3,4,18,"Conversation",5,"Desktop","Murder",2,1,187,"Uh, not the time. But it just says that there was blood outside the apartment","1278.4-1282.133-1283.435","1281.173-1282.453-1286.379",1278.4,1286.379,0.128000000000156,10,0,0,0,0,0,0,0
"5825",684,1,5,19,"Conversation",5,"Desktop","Murder",2,1,188,"And also there is a clue that at 12:30 misses Miss Smith was in the lobby of the apartment building. So 12, 12:25. He has gone to Miss Smith's apartment, Mr. kelley, but 12:30 she's in the lobby of the apartment building.","1290.069-1299.669-1301.995","1298.048-1301.291-1308.181",1290.069,1308.181,3.69000000000005,10,0,0,0,0,0,0,0
"5826",685,3,4,18,"Conversation",5,"Desktop","Murder",2,1,189,"But there's another thing the finger prints on the knife was found. But the knife was in Miss miss yeah.","1309.355-1314.859","1314.368-1317.675",1309.355,1317.675,1.17399999999998,10,1,0,0,0,0,0,0
"5827",686,4,2,20,"Conversation",5,"Desktop","Murder",2,1,190,"That's yeah, yeah.","1316.672","1318.251",1316.672,1318.251,-1.00299999999993,10,0,0,0,0,0,0,0
"5828",687,3,4,18,"Conversation",5,"Desktop","Murder",2,1,191,"Yeah, Miss Smith has found the knife, but the fingerprints are of Mr. Scott. It's like this.","1318.443-1322.944","1322.304-1323.499",1318.443,1323.499,0.192000000000007,10,0,1,0,0,0,0,0
"5829",688,4,2,20,"Conversation",5,"Desktop","Murder",2,1,192,"Ohhh.","1323.989","1324.501",1323.989,1324.501,0.490000000000009,10,0,0,0,0,0,0,0
"5830",689,3,4,18,"Conversation",5,"Desktop","Murder",2,1,193,"Why but what's what? What's the relevance? Why would Mr. Scott kill kelley? Why? Scott","1324.395-1330.453-1334.251","1329.323-1330.645-1334.272",1324.395,1334.272,-0.105999999999995,10,0,0,0,0,1,0,0
"5831",690,1,5,19,"Conversation",5,"Desktop","Murder",2,1,194,"Why Mr kelley's wife went to Mr Scott's apartment at 11:30?","1334.933","1338.923",1334.933,1338.923,0.661000000000058,10,1,0,0,0,1,0,0
"5832",691,3,4,18,"Conversation",5,"Desktop","Murder",2,1,195,"Mr. kelley is frequently meeting Mr. Scott. There's a thing like that Mr kelley's wife is meeting Scott.","1340.267-1345.387","1344.64-1349.163",1340.267,1349.163,1.34400000000005,10,0,0,0,0,0,0,0
"5833",692,1,5,19,"Conversation",5,"Desktop","Murder",2,1,196,"Wife.","1347.925","1348.395",1347.925,1348.395,-1.23800000000006,10,0,0,0,0,0,0,0
"5834",693,3,4,18,"Conversation",5,"Desktop","Murder",2,1,197,"They said.","1349.909","1351.061",1349.909,1351.061,1.51400000000012,10,0,0,0,0,0,0,0
"5835",694,1,5,19,"Conversation",5,"Desktop","Murder",2,1,198,"That's the case.","1349.931","1350.656",1349.931,1350.656,-1.12999999999988,10,0,0,0,0,0,0,0
"5836",695,4,2,20,"Conversation",5,"Desktop","Murder",2,1,199,"What what? I didn't get kelley.","1352.064","1353.877",1352.064,1353.877,1.40800000000013,10,0,0,0,0,1,0,0
"5837",696,3,4,18,"Conversation",5,"Desktop","Murder",2,1,200,"And Mr. kelley's wife is having a relationship with Scott. It looks like that because he says this is Scottish meeting Mr kelley's wife.","1354.88","1363.157",1354.88,1363.157,1.00300000000016,10,0,0,0,0,0,0,0
"5838",697,4,2,20,"Conversation",5,"Desktop","Murder",2,1,201,"Uh-huh ah OK.","1356.736-1360.363-1362.965","1357.163-1360.384-1362.987",1356.736,1362.987,-6.42099999999982,10,0,0,0,0,0,0,0
"5839",698,3,4,18,"Conversation",5,"Desktop","Murder",2,1,202,"Frequently. So actually the person who killed Mr. kelley is actually Mr. Scott","1363.797-1366.571","1364.48-1371.285",1363.797,1371.285,0.809999999999945,10,0,0,0,0,0,0,0
"5840",699,4,2,20,"Conversation",5,"Desktop","Murder",2,1,203,"Yeah, it looks good. And the stab, uh, so he he died with the, uh, knife wound Or the  Bullet wound?","1372.16-1375.595-1382.272-1383.637","1373.461-1380.864-1382.677-1384.043",1372.16,1384.043,0.875,10,0,0,0,0,1,0,0
"5841",700,1,5,19,"Conversation",5,"Desktop","Murder",2,1,204,"Yeah knife, because now he has.","1384.917","1386.88",1384.917,1386.88,0.874000000000024,10,0,0,0,0,0,0,0
"5842",701,3,4,18,"Conversation",5,"Desktop","Murder",2,1,205,"Nice ring.","1385.579","1386.133",1385.579,1386.133,-1.30100000000016,10,0,0,0,0,0,0,0
"5843",702,1,5,19,"Conversation",5,"Desktop","Murder",2,1,206,"I think Mr Jones has been hit by a attacked by the by the gun, but it was one bullet.","1387.776","1393.877",1387.776,1393.877,1.64300000000003,10,1,0,0,0,0,0,0
"5844",703,4,2,20,"Conversation",5,"Desktop","Murder",2,1,207,"Yeah.","1392.768","1393.045",1392.768,1393.045,-1.10899999999992,10,0,0,0,0,0,0,0
"5845",704,1,5,19,"Conversation",5,"Desktop","Murder",2,1,208,"So he has come from the elevator from 12:15 after that. So that means he's still not died now.","1395.221","1401.109",1395.221,1401.109,2.17599999999993,10,0,1,1,0,0,0,0
"5846",705,4,2,20,"Conversation",5,"Desktop","Murder",2,1,209,"With the gunshot.","1401.195","1402.539",1401.195,1402.539,0.0860000000000127,10,0,0,0,0,0,0,0
"5847",706,1,5,19,"Conversation",5,"Desktop","Murder",2,1,210,"So the.","1402.923","1403.349",1402.923,1403.349,0.384000000000015,10,0,0,0,0,0,0,0
"5848",707,3,4,18,"Conversation",5,"Desktop","Murder",2,1,211,"Yeah, yeah.","1403.584","1404.224",1403.584,1404.224,0.235000000000127,10,0,0,0,0,0,0,0
"5849",708,1,5,19,"Conversation",5,"Desktop","Murder",2,1,212,"Gunshot Yeah, but he's not dead. So from the knife he has been killed.","1404.416","1408.875",1404.416,1408.875,0.192000000000007,10,0,0,1,0,0,0,0
"5850",709,3,4,18,"Conversation",5,"Desktop","Murder",2,1,213,"Because there are fingerprints, yeah.","1412.181","1413.867",1412.181,1413.867,3.30600000000004,10,0,1,0,0,0,0,0
"5851",710,1,5,19,"Conversation",5,"Desktop","Murder",2,1,214,"So. So Scott will be the culprit.","1413.12-1415.317","1413.461-1417.387",1413.12,1417.387,-0.747000000000071,10,0,0,0,0,0,0,0
"5852",711,4,2,20,"Conversation",5,"Desktop","Murder",2,1,215,"culprit","1417.195","1419.221",1417.195,1419.221,-0.192000000000007,10,0,0,0,0,0,0,0
"5853",712,3,4,18,"Conversation",5,"Desktop","Murder",2,1,216,"We have solved right?","1422.997","1423.467",1422.997,1423.467,3.77600000000007,10,0,0,0,0,1,0,0
"5854",713,4,2,20,"Conversation",5,"Desktop","Murder",2,1,217,"But both of them has to be murderers, right?","1424.299","1427.029",1424.299,1427.029,0.83199999999988,10,0,0,0,0,1,0,0
"5855",714,1,5,19,"Conversation",5,"Desktop","Murder",2,1,218,"No no.","1429.12","1429.547",1429.12,1429.547,2.09099999999989,10,0,0,0,0,0,0,0
"5856",715,3,4,18,"Conversation",5,"Desktop","Murder",2,1,219,"But both of them had the intention to kill.","1431.275","1433.792",1431.275,1433.792,1.72800000000007,10,0,0,0,0,0,0,0
"5857",716,4,2,20,"Conversation",5,"Desktop","Murder",2,1,220,"That yeah, intention was killing, right?","1431.765-1433.045","1432.021-1435.307",1431.765,1435.307,-2.02699999999982,10,0,0,0,0,1,0,0
"5858",717,1,5,19,"Conversation",5,"Desktop","Murder",2,1,221,"Intent was there but","1435.115","1436.224",1435.115,1436.224,-0.192000000000007,10,0,0,0,0,0,0,0
"5859",718,3,4,18,"Conversation",5,"Desktop","Murder",2,1,222,"[name] silent? Anything?","1438.059-1440.363","1439.701-1440.853",1438.059,1440.853,1.83500000000004,10,0,0,0,0,1,0,0
"5860",719,2,3,17,"Conversation",5,"Desktop","Murder",2,1,223,"I'm Confused.","1444.16","1444.16",1444.16,1444.16,3.30700000000002,10,0,0,0,0,0,0,0
"5861",720,4,2,20,"Conversation",5,"Desktop","Murder",2,1,224,"So anyway, the murder weapon is knife","1445.397","1448.853",1445.397,1448.853,1.23699999999985,10,0,0,1,0,0,0,0
"5862",721,1,5,19,"Conversation",5,"Desktop","Murder",2,1,225,"Yeah. Who was the murderer?","1451.477-1453.205","1451.477-1454.571",1451.477,1454.571,2.62400000000002,10,0,0,0,0,1,0,0
"5863",722,3,4,18,"Conversation",5,"Desktop","Murder",2,1,226,"Mr. Scott.","1455.083","1455.552",1455.083,1455.552,0.512000000000171,10,0,0,0,0,0,0,0
"5864",723,1,5,19,"Conversation",5,"Desktop","Murder",2,1,227,"For me.","1455.723","1456.363",1455.723,1456.363,0.171000000000049,10,0,0,0,0,0,0,0
"5865",724,4,2,20,"Conversation",5,"Desktop","Murder",2,1,228,"Scott","1455.893","1456.043",1455.893,1456.043,-0.470000000000027,10,0,0,0,0,0,0,0
"5866",725,1,5,19,"Conversation",5,"Desktop","Murder",2,1,229,"The knife.","1457.323","1459.648",1457.323,1459.648,1.2800000000002,10,0,0,0,0,0,0,0
"5867",726,3,4,18,"Conversation",5,"Desktop","Murder",2,1,230,"The reason because of the affair with his wife.","1458.155","1460.992",1458.155,1460.992,-1.49299999999994,10,0,1,0,0,0,0,0
"5868",727,4,2,20,"Conversation",5,"Desktop","Murder",2,1,231,"and when did the murder happen?","1461.056","1462.72",1461.056,1462.72,0.0640000000000782,10,0,0,0,0,1,0,0
"5869",728,2,3,17,"Conversation",5,"Desktop","Murder",2,1,232,"Yeah, it it makes sense as well because I think police discovered Mr Scott had disappeared after the murder.","1462.123","1469.931",1462.123,1469.931,-0.59699999999998,10,1,1,0,0,0,0,0
"5870",729,3,4,18,"Conversation",5,"Desktop","Murder",2,1,233,"Umm?","1470.976","1470.997",1470.976,1470.997,1.04500000000007,10,0,0,0,0,1,0,0
"5871",730,1,5,19,"Conversation",5,"Desktop","Murder",2,1,234,"Yeah. [inaubible]","1470.997-1472.619","1471.061-1473.344",1470.997,1473.344,0,10,0,0,0,0,0,0,0
"5872",731,4,2,20,"Conversation",5,"Desktop","Murder",2,1,235,"When did where did the murder take place? The.","1473.301-1477.696","1476.779-1477.952",1473.301,1477.952,-0.0430000000001201,10,0,0,0,0,1,0,0
"5873",732,3,4,18,"Conversation",5,"Desktop","Murder",2,1,236,"At scott's place, yeah Scott's apartment.","1480.213","1482.389",1480.213,1482.389,2.26099999999997,10,0,0,0,0,0,0,0
"5874",733,1,5,19,"Conversation",5,"Desktop","Murder",2,1,237,"Mr Scotts apartment.","1480.832","1482.069",1480.832,1482.069,-1.55699999999979,10,0,0,0,0,0,0,0
"5875",734,3,4,18,"Conversation",5,"Desktop","Murder",2,1,238,"Because it's.","1483.157","1483.819",1483.157,1483.819,1.08799999999997,10,0,0,0,0,0,0,0
"5876",735,2,3,17,"Conversation",5,"Desktop","Murder",2,1,239,"At what time?","1483.989","1484.267",1483.989,1484.267,0.170000000000073,10,0,0,0,0,1,0,0
"5877",736,3,4,18,"Conversation",5,"Desktop","Murder",2,1,240,"That's that's the part because they body has been dragged. For one hour for long distance after.","1484.885-1488.085","1487.04-1491.072",1484.885,1491.072,0.617999999999938,10,1,0,0,0,0,0,0
"5878",737,4,2,20,"Conversation",5,"Desktop","Murder",2,1,241,"And then how? How the knife was found at Miss Smith's backyard?","1490.24","1495.509",1490.24,1495.509,-0.83199999999988,10,1,0,0,0,1,0,0
"5879",738,1,5,19,"Conversation",5,"Desktop","Murder",2,1,242,"That should be linked with Miss Smith, and Mr. Scott Let's see.","1505.963-1505.963","1508.992-1513.387",1505.963,1513.387,10.454,11,0,0,1,0,0,0,0
"5880",739,3,4,18,"Conversation",5,"Desktop","Murder",2,1,243,"Who's this?","1512.704","1512.896",1512.704,1512.896,-0.682999999999993,11,0,0,0,0,1,0,0
"5881",740,1,5,19,"Conversation",5,"Desktop","Murder",2,1,244,"Yeah. Hey guys this clue call Miss Smith often followed Mr. kelley.","1515.669-1527.573","1515.883-1533.675",1515.669,1533.675,2.77300000000014,11,0,0,0,0,0,0,0
"5882",741,3,4,18,"Conversation",5,"Desktop","Murder",2,1,245,"Ohh followed Mr. kelley, OK now it's great.","1535.232-1536.533","1535.232-1539.477",1535.232,1539.477,1.55700000000002,11,0,0,0,0,0,0,0
"5883",742,4,2,20,"Conversation",5,"Desktop","Murder",2,1,246,"Miss Smith followed Mr. Scott.","1539.691","1542.464",1539.691,1542.464,0.213999999999942,11,0,0,0,0,0,0,0
"5884",743,3,4,18,"Conversation",5,"Desktop","Murder",2,1,247,"Yeah, it's something I miss Smith","1543.936","1546.091",1543.936,1546.091,1.47199999999998,11,0,0,0,0,0,0,0
"5885",744,1,5,19,"Conversation",5,"Desktop","Murder",2,1,248,"That no Miss Smith followed Mr. kelley.","1545.259-1546.688","1545.344-1548.757",1545.259,1548.757,-0.83199999999988,11,0,0,0,0,0,0,0
"5886",745,4,2,20,"Conversation",5,"Desktop","Murder",2,1,249,"Miss.","1548.288","1548.736",1548.288,1548.736,-0.469000000000051,11,0,0,0,0,0,0,0
"5887",746,3,4,18,"Conversation",5,"Desktop","Murder",2,1,250,"Ohh is it? Is it other? What's is it? Is it the right direction? What's what's?","1548.629","1554.112",1548.629,1554.112,-0.107000000000198,11,0,0,0,0,1,0,0
"5888",747,1,5,19,"Conversation",5,"Desktop","Murder",2,1,251,"No the direction is right because Miss Smith often followed Mr Kelley. That's what one of my.","1554.688","1559.787",1554.688,1559.787,0.576000000000022,11,0,1,0,0,1,0,0
"5889",748,3,4,18,"Conversation",5,"Desktop","Murder",2,1,252,"Ohhh.","1555.712","1555.755",1555.712,1555.755,-4.07500000000005,11,0,0,0,0,0,0,0
"5890",749,4,2,20,"Conversation",5,"Desktop","Murder",2,1,253,"Miss Smith often followed Mr. kelley.","1559.275","1561.515",1559.275,1561.515,3.51999999999998,11,0,0,0,0,0,0,0
"5891",750,3,4,18,"Conversation",5,"Desktop","Murder",2,1,254,"But then the fingerprints are Mr Scott's, right?","1564.629","1568.043",1564.629,1568.043,3.11399999999981,11,0,0,0,0,1,0,0
"5892",751,1,5,19,"Conversation",5,"Desktop","Murder",2,1,255,"Yeah.","1569.131","1569.621",1569.131,1569.621,1.08800000000019,11,0,0,0,0,0,0,0
"5893",752,2,3,17,"Conversation",5,"Desktop","Murder",2,1,256,"So we draw timelines?","1577.963","1580.117",1577.963,1580.117,8.34199999999987,11,0,0,0,0,1,0,0
"5894",753,3,4,18,"Conversation",5,"Desktop","Murder",2,1,257,"You can do.","1584.213","1584.96",1584.213,1584.96,4.096,11,0,0,0,0,0,0,0
"5895",754,4,2,20,"Conversation",5,"Desktop","Murder",2,1,258,"How the knife ended up there, right? That's the.","1585.259","1588.053",1585.259,1588.053,0.298999999999978,11,0,0,0,1,1,0,0
"5896",755,3,4,18,"Conversation",5,"Desktop","Murder",2,1,259,"That's the problem here. This is it's a distraction just to see that we speak.","1588.821-1600.021","1590.272-1602.901",1588.821,1602.901,0.767999999999802,11,0,0,0,0,1,0,0
"5897",756,1,5,19,"Conversation",5,"Desktop","Murder",2,1,260,"What is the carpet and blood? What is the that thing?","1607.765","1610.581",1607.765,1610.581,4.86400000000003,11,0,0,0,0,1,0,0
"5898",757,3,4,18,"Conversation",5,"Desktop","Murder",2,1,261,"Add the carpet was outside. Mr. Scott's apartemnt Outside or inside?","1610.368-1617.429","1614.869-1618.965",1610.368,1618.965,-0.212999999999965,11,0,0,0,0,1,0,0
"5899",758,1,5,19,"Conversation",5,"Desktop","Murder",2,1,262,"Mr. Scott's apartement","1618.069","1618.816",1618.069,1618.816,-0.895999999999958,11,0,0,0,0,0,0,0
"5900",759,3,4,18,"Conversation",5,"Desktop","Murder",2,1,263,"wait wait wait I'm confused Oops. Uh Oh no no no no no no no. The blood was found outside apartment of Mr. Jones.","1623.936-1624.917-1633.323-1636.224","1623.936-1626.752-1635.413-1639.787",1623.936,1639.787,5.11999999999989,11,1,0,0,0,0,0,0
"5901",760,1,5,19,"Conversation",5,"Desktop","Murder",2,1,264,"And that is because, uh, he had been shot with. He had been shot and. He may have been ran.","1642.688","1647.723",1642.688,1647.723,2.90100000000007,11,0,0,0,0,0,0,0
"5902",761,3,4,18,"Conversation",5,"Desktop","Murder",2,1,265,"Yeah yeah, yeah.","1644.331","1644.843",1644.331,1644.843,-3.39200000000005,11,0,0,0,0,0,0,0
"5903",762,2,3,17,"Conversation",5,"Desktop","Murder",2,1,266,"But but","1645.504","1646.165",1645.504,1646.165,0.660999999999831,11,0,0,0,0,0,0,0
"5904",763,3,4,18,"Conversation",5,"Desktop","Murder",2,1,267,"Yeah.","1647.531","1647.637",1647.531,1647.637,1.36599999999999,11,0,0,0,0,0,0,0
"5905",764,2,3,17,"Conversation",5,"Desktop","Murder",2,1,268,"yeah, the there's a clue saying that Mr. jones shot an intruder in this Mr. Jones apartment at 12:00 o'clock midnight.","1647.723","1655.04",1647.723,1655.04,0.0860000000000127,11,0,0,0,0,0,0,0
"5906",765,1,5,19,"Conversation",5,"Desktop","Murder",2,1,269,"Right?","1655.787","1656.405",1655.787,1656.405,0.747000000000071,11,0,0,0,0,1,0,0
"5907",766,2,3,17,"Conversation",5,"Desktop","Murder",2,1,270,"That that that could be someone different in that case.","1657.408","1660.565",1657.408,1660.565,1.00299999999993,11,0,0,1,0,0,0,0
"5908",767,1,5,19,"Conversation",5,"Desktop","Murder",2,1,271,"The stories.","1657.963","1658.752",1657.963,1658.752,-2.60200000000009,11,0,0,0,0,0,0,0
"5909",768,3,4,18,"Conversation",5,"Desktop","Murder",2,1,272,"Maybe it's not Mr Kelley But there it's a shot in Mr kelley's body, right?","1661.824-1664.597","1663.147-1667.477",1661.824,1667.477,3.07200000000012,11,0,0,0,0,1,0,0
"5910",769,4,2,20,"Conversation",5,"Desktop","Murder",2,1,273,"Yeah. Yeah.","1665.707-1667.157","1666.155-1667.328",1665.707,1667.328,-1.76999999999998,11,0,0,0,0,0,0,0
"5911",770,1,5,19,"Conversation",5,"Desktop","Murder",2,1,274,"No, no he has been shot now already. He has been shot and in the elevator the man has shown he has been slightly wounded bleeding.","1667.989","1675.776",1667.989,1675.776,0.661000000000058,11,0,0,0,0,0,0,0
"5912",771,2,3,17,"Conversation",5,"Desktop","Murder",2,1,275,"And kelley goes to Scott's apartment at 12:25.","1676.523","1680.213",1676.523,1680.213,0.746999999999844,11,0,0,0,0,0,0,0
"5913",772,1,5,19,"Conversation",5,"Desktop","Murder",2,1,276,"Scotts yeah and Mrs kelley was in the apartment that made it because she was in the apartment by 11:30. So then. And she may be also Mr. kelley may be followed by Miss Smith. Because there is the thing that is frequently followed.","1678.592-1681.6-1692.309-1695.104-1701.717","1679.168-1688.427-1692.949-1700.395-1704.107",1678.592,1704.107,-1.62099999999987,11,0,1,0,0,0,0,0
"5914",773,4,2,20,"Conversation",5,"Desktop","Murder",2,1,277,"So it's like. She took the knife with here","1707.072-1708.864","1707.733-1710.549",1707.072,1710.549,2.96499999999992,11,0,0,0,0,0,0,0
"5915",774,1,5,19,"Conversation",5,"Desktop","Murder",2,1,278,"No, it can't, you know.","1712.875","1713.899",1712.875,1713.899,2.32600000000002,11,0,0,0,0,0,0,0
"5916",775,4,2,20,"Conversation",5,"Desktop","Murder",2,1,279,"Then how did the knife go to her? Miss Smith's yard?","1713.173-1716.992","1715.883-1718.144",1713.173,1718.144,-0.725999999999885,11,0,0,0,0,1,0,0
"5917",776,1,5,19,"Conversation",5,"Desktop","Murder",2,1,280,"That should. That should be a clue.","1719.68","1721.365",1719.68,1721.365,1.53600000000006,11,0,0,1,0,0,0,0
"5918",777,3,4,18,"Conversation",5,"Desktop","Murder",2,1,281,"Are we missing something?","1721.323","1722.368",1721.323,1722.368,-0.0419999999999163,11,0,0,0,0,1,0,0
"5919",778,2,3,17,"Conversation",5,"Desktop","Murder",2,1,282,"It's a little sorry.","1725.483","1727.083",1725.483,1727.083,3.11500000000001,11,0,0,0,0,0,0,0
"5920",779,3,4,18,"Conversation",5,"Desktop","Murder",2,1,283,"Smith","1727.467","1728.256",1727.467,1728.256,0.384000000000015,11,0,0,0,0,0,0,0
"5921",780,2,3,17,"Conversation",5,"Desktop","Murder",2,1,284,"Smith","1730.069","1730.347",1730.069,1730.347,1.81299999999987,11,0,0,0,0,0,0,0
